code,price,pct,turnover,vol_ratio,remark,name
002923,13.95,6.98%,7.86%,4.72,缩量横盘+大阳突破,润都股份
600509,8.96,6.04%,7.74%,2.81,缩量横盘+大阳突破,天富能源
600173,7.85,9.94%,5.79%,3.03,缩量横盘+大阳突破,卧龙新能
