code,price,pct,turnover,vol_ratio,remark,name
600860,13.66,5.65%,7.24%,2.57,缩量横盘+大阳突破,京城股份
002312,12.74,6.34%,6.74%,2.53,缩量横盘+大阳突破,川发龙蟒
600388,17.47,7.18%,3.69%,3.69,缩量横盘+大阳突破,龙净环保
000155,14.12,8.95%,6.83%,2.75,缩量横盘+大阳突破,川能动力
600173,7.85,9.94%,5.79%,3.03,缩量横盘+大阳突破,卧龙新能
