code,price,pct,turnover,vol_ratio,remark,name
002649,14.41,7.7%,9.56%,5.96,缩量横盘+大阳突破,博彦科技
601226,8.93,6.82%,7.31%,4.65,缩量横盘+大阳突破,华电科工
600292,14.0,5.82%,4.72%,2.69,缩量横盘+大阳突破,远达环保
000676,9.46,6.17%,8.83%,3.77,缩量横盘+大阳突破,智度股份
600676,6.79,10.05%,4.55%,3.92,缩量横盘+大阳突破,交运股份
