code,price,pct,turnover,vol_ratio,remark,name
002632,8.98,5.77%,6.18%,2.86,缩量横盘+大阳突破,道明光学
002769,7.85,9.94%,4.79%,3.32,缩量横盘+大阳突破,普路通
