code,latest_close,support_price,signal_score,operation_advice,name
603823,15.94,16.4,100,一击必中 (核心重仓),百合花
603900,8.73,8.86,100,一击必中 (核心重仓),莱绅通灵
002932,18.76,18.5,100,一击必中 (核心重仓),明德生物
600116,6.53,6.65,100,一击必中 (核心重仓),三峡水利
600987,6.95,7.02,100,一击必中 (核心重仓),航民股份
