StockCode,Latest_Close,MA5,MA20,StockName
605228,14.49,14.341999999999999,13.4875,神通科技
001313,8.07,8.02,7.517999999999999,
002234,7.09,7.06,6.8790000000000004,
000739,18.03,17.932,16.692,
002715,14.73,14.272,14.115,
603903,15.82,14.431999999999999,12.625499999999999,中持股份
002301,8.33,8.064,7.667999999999999,
605377,9.67,9.302,8.7205,华旺科技
600499,15.93,15.278,14.975999999999999,科达制造
603819,13.65,12.588,11.918000000000001,神力股份
603815,6.42,5.778,5.6375,交建股份
002563,5.65,5.5,5.3485,
002129,11.02,10.867999999999999,10.5405,
002457,14.99,13.49,12.982499999999998,
600379,16.9,15.925999999999998,13.834,宝光股份
603880,8.07,7.609999999999999,7.543000000000001,南卫股份
000818,15.56,15.084,13.600999999999999,
600470,6.9,6.49,6.0125,六国化工
603167,9.04,8.968,8.959999999999999,渤海轮渡
000848,8.06,7.918000000000001,7.705000000000001,
601199,5.98,5.838,5.736,江南水务
603055,8.65,8.45,8.222,台华新材
605208,16.9,16.796,15.846,永茂泰
600977,14.41,13.962,13.795499999999999,中国电影
600535,14.03,13.963999999999999,13.942000000000002,天士力
002884,16.1,15.830000000000002,15.745500000000002,
002233,7.59,7.478,7.4375,
600770,6.43,6.386,6.207,综艺股份
600039,8.47,8.364,8.22,四川路桥
002468,16.82,16.567999999999998,14.492499999999998,
600372,11.13,11.052,10.9435,中航机载
603466,11.63,11.15,10.8135,风语筑
603317,14.01,13.935999999999998,13.6665,天味食品
002739,9.91,9.632,8.791999999999998,
601038,12.63,11.782,11.3875,一拖股份
603233,17.48,16.833999999999996,16.229,大参林
600283,8.79,8.298,8.19,钱江水利
600548,8.65,8.584,8.469999999999999,深高速
600987,6.42,6.403999999999999,6.351999999999999,航民股份
002737,12.42,12.33,12.164,
002216,12.66,12.368,12.049000000000001,
601058,12.89,12.244,12.112,赛轮轮胎
002100,6.6,6.598000000000001,6.257,
002020,15.05,14.632,12.874,
605399,14.51,14.016,13.692999999999998,晨光新材
600671,18.59,18.196,17.167499999999997,天目药业
600755,5.71,5.609999999999999,5.596,厦门国贸
603558,11.83,11.74,11.546000000000001,健盛集团
000680,10.71,10.405999999999999,10.3015,
002511,7.01,6.922,6.850999999999999,
600201,12.63,12.288,12.065999999999999,生物股份
603456,14.64,14.586000000000002,13.345500000000001,九洲药业
002064,10.85,10.56,10.3625,
601198,13.85,13.845999999999998,13.257499999999999,东兴证券
603313,6.42,6.054,5.58,梦百合
600351,6.13,6.118,6.0595,亚宝药业
600203,13.16,12.616,12.214,福日电子
603101,6.97,6.794,6.685,汇嘉时代
002520,7.8,7.453999999999999,6.9985,
600215,6.37,6.311999999999999,6.2124999999999995,派斯林
600110,15.23,15.045999999999998,14.885499999999999,诺德股份
603848,14.33,14.168000000000001,13.9755,好太太
000779,8.74,8.374,7.875,
600172,18.36,17.637999999999998,15.339000000000002,黄河旋风
601607,16.16,16.06,16.0015,上海医药
603725,13.9,13.504,11.9055,天安新材
002748,11.06,10.936,10.8795,
002275,13.08,13.034,12.635000000000002,
600872,18.87,18.64,17.8125,中炬高新
002292,7.79,7.322,6.8325000000000005,
603118,13.51,12.594,12.48,共进股份
600784,7.57,7.542,7.038500000000001,鲁银投资
600521,16.13,15.616,14.738999999999999,华海药业
002860,16.6,15.969999999999999,14.2805,
002889,11.84,11.456,11.066500000000001,
603333,8.25,8.14,8.129999999999999,尚纬股份
601177,14.14,13.902000000000001,13.4495,杭齿前进
002180,16.59,16.407999999999998,15.004499999999998,
603135,14.18,13.866,13.115,中重科技
002828,11.87,11.15,9.949,
603937,15.23,14.654,13.9005,丽岛新材
600449,13.3,12.830000000000002,12.5445,宁夏建材
605007,15.4,14.794,13.4335,五洲特纸
002268,14.54,13.916,13.266,
001201,11.55,11.508,11.0455,
002345,10.43,10.18,9.539,
002077,19.07,18.31,17.806,
000970,16.55,16.038,14.7315,
600333,5.39,5.354000000000001,5.352,长春燃气
000876,7.42,7.05,6.5455,
002079,14.36,14.276,13.589999999999998,
603917,13.12,12.985999999999999,12.228,合力科技
002031,6.04,5.882,5.818,
600366,16.51,16.413999999999998,14.532499999999999,宁波韵升
603477,16.65,15.798000000000002,14.361500000000001,巨星农牧
002293,11.0,10.964,10.222999999999999,
603676,8.81,8.726,8.6585,卫信康
600222,7.72,7.704000000000001,7.5515,太龙药业
601918,9.74,9.379999999999999,9.248000000000001,新集能源
002452,13.03,12.943999999999999,11.899,
002249,8.29,8.072,7.970000000000001,
002123,8.14,8.038,7.6905,
600288,15.55,13.638,12.339,大恒科技
603222,8.66,8.395999999999999,8.059999999999999,济民健康
600073,5.0,4.966,4.8895,光明肉业
002910,11.7,11.544,11.172500000000001,
