StockCode,Latest_Close,MA5,MA20,StockName
605228,14.46,13.738,13.259,神通科技
002926,8.38,8.326,8.155,
001313,7.77,7.662000000000001,7.44,
603858,15.3,15.070000000000002,15.045000000000002,步长制药
002600,18.02,17.22,16.0,
002038,6.39,6.176,5.547000000000001,
001324,19.95,19.151999999999997,18.4785,
000739,18.24,17.372,16.4665,
603903,14.15,13.462,12.2725,中持股份
002301,8.09,7.587999999999999,7.571,
601136,14.68,14.398,14.214500000000001,首创证券
002728,9.37,9.264,8.5525,
002392,8.74,8.238,8.126,
600539,16.83,16.502,15.3495,狮头股份
600379,15.63,14.958000000000002,13.392500000000002,宝光股份
603956,6.2,6.192,5.2395000000000005,威派格
600889,16.77,15.930000000000001,15.788,南京化纤
000818,14.58,14.434000000000001,13.383500000000002,
002736,10.35,10.226,10.2035,
600713,5.1,5.092,5.0375,南京医药
603682,8.97,8.184000000000001,8.0465,锦和商管
605208,16.87,16.068,15.608500000000001,永茂泰
603717,7.33,6.39,6.3695,天域生物
000571,6.84,6.616,5.919,
600739,10.35,10.278,10.270999999999999,辽宁成大
000989,8.31,8.084,7.971000000000001,
603033,9.95,9.902000000000001,9.5155,三维股份
002468,16.31,15.5,14.184000000000001,
002367,7.01,6.934,6.022,
002120,6.81,6.651999999999999,6.5085,
600918,5.46,5.42,5.333,中泰证券
603006,14.82,14.418000000000001,13.703,联明股份
600531,15.24,15.209999999999999,14.039999999999997,豫光金铅
002923,10.9,10.212,9.9885,
603367,14.01,13.489999999999998,13.244499999999999,辰欣药业
000521,5.88,5.728,5.6045,
002603,15.62,15.392,15.303999999999998,
002250,15.65,14.578,14.143,
002739,9.79,9.586,8.703,
002107,6.64,6.118,5.9855,
603588,19.8,19.368000000000002,16.075499999999998,高能环境
600233,17.2,16.674,16.526000000000003,圆通速递
000756,14.49,14.35,13.038499999999999,
603309,12.12,11.65,11.542,维力医疗
600428,8.63,8.290000000000001,8.0455,中远海特
