Code,Name,Latest_Close,Latest_Volume,Max_Volume_120d,Low_Price_40d_Threshold
600970,中材国际,9.35,373993,27763197,9.3921
600028,中国石化,5.37,3381193,262942713,5.3898
002096,易普力,10.87,98329,8228010,10.9653
603871,嘉友国际,12.71,174524,16889714,12.8132
002691,冀凯股份,5.19,322792,11424591,5.2866
600084,中信尼雅,5.08,152079,7446080,5.1445
600302,标准股份,9.06,1426,18179600,9.1599
000524,岭南控股,10.07,84624,7810924,10.135
001299,美能能源,11.11,108888,7561063,11.168
603331,百达精工,13.98,75100,66399631,14.079
600313,农发种业,7.1,345873,116752290,7.1012
603089,正裕工业,11.57,34814,6839340,11.627600000000001
600422,昆药集团,9.52,71735,13340445,9.5719
002284,亚太股份,13.07,334234,28268177,13.1531
002258,利尔化学,12.64,224070,30477953,12.7729
600721,百花医药,8.49,100945,22971647,8.5131
000050,深天马Ａ,7.6,333337,41324834,7.6585
000913,钱江摩托,13.45,67736,5931100,13.5466
000403,派林生物,11.71,135312,14531861,11.7901
600250,南京商旅,10.6,191666,13508500,10.7035
600039,四川路桥,8.02,595719,23531617,8.0968
002918,蒙娜丽莎,10.61,104218,5265347,10.709299999999999
002278,神开股份,10.47,100400,32512600,10.4741
600199,金种子酒,7.92,79359,8037203,7.9478
002540,亚太科技,6.01,199591,31365306,6.0429
600080,金花股份,7.24,2953,9608360,7.2916
000532,华金资本,12.61,86037,10499007,12.6684
600603,广汇物流,5.65,274894,16850888,5.722
600838,上海九百,9.56,70572,49041572,9.6083
002765,蓝黛科技,9.46,137971,20502650,9.4761
603070,万控智造,13.74,54644,6543014,13.8537
001322,箭牌家居,7.16,44498,10978600,7.1857999999999995
603098,森特股份,13.9,93408,9367800,14.037700000000001
603218,日月股份,12.64,167501,14545323,12.7603
002322,理工能科,12.04,90979,6417100,12.1291
002724,海洋王,6.34,129585,35404053,6.3961
000821,京山轻机,10.29,115230,78500274,10.408499999999998
603313,梦百合,6.24,246573,14453880,6.3279000000000005
002099,海翔药业,6.25,353397,22522840,6.289
002198,嘉应制药,5.55,10539,34179601,5.6255999999999995
600678,四川金顶,9.86,2132,21613600,9.9308
601919,中远海控,14.14,1168478,84435816,14.1824
603628,清源股份,12.48,57207,19258356,12.5281
600054,黄山旅游,11.48,169657,11587598,11.5502
002427,尤夫股份,5.69,253812,38939194,5.729
000498,山东路桥,5.53,177183,15241110,5.5525
