Code,Name,Latest_Close,Latest_Volume,Max_Volume_120d,Low_Price_40d_Threshold
002761,浙江建投,8.36,141743,21022723,8.375
000530,冰山冷热,6.75,170779,32276338,6.7932
002614,奥佳华,6.89,210104,25115800,6.9277999999999995
001391,国货航,5.88,183510,24355052,5.8923
002365,永安药业,14.67,74434,15419729,14.7135
603900,莱绅通灵,8.34,83861,38561122,8.4057
601997,贵阳银行,5.73,500620,31214657,5.7384
000877,天山股份,5.1,786243,28753375,5.1194999999999995
603668,天马科技,14.85,189108,7196803,14.9793
002543,万和电气,9.04,218200,10825704,9.0856
002676,顺威股份,7.93,177514,18269863,7.9552
002520,日发精机,5.79,176483,27880289,5.8149
002474,榕基软件,8.65,198911,47342279,8.7388
603636,南威软件,11.13,96027,15759149,11.229600000000001
600674,川投能源,13.79,213795,19869719,13.814599999999999
002737,葵花药业,13.98,38987,4302800,14.0211
600212,绿能慧充,7.7,140118,31443753,7.7273000000000005
002052,同洲电子,11.34,214087,14835005,11.4066
603803,瑞斯康达,9.78,87345,12027699,9.792
600658,电子城,5.1,134631,26013497,5.133
002320,海峡股份,10.36,290459,26317493,10.4521
002139,拓邦股份,12.7,219941,29724833,12.753699999999998
600019,宝钢股份,6.95,2543303,127016308,6.965
600730,中国高科,9.9,405206,21969078,10.080300000000001
000566,海南海药,6.21,483800,87850213,6.2865
000708,中信特钢,14.78,449209,17737404,14.8292
000626,远大控股,7.6,110197,13513025,7.6194999999999995
601598,中国外运,5.55,696748,33746274,5.5764
000701,厦门信达,6.15,135274,25384620,6.2250000000000005
600318,新力金融,8.54,74706,10362020,8.566699999999999
000030,富奥股份,5.32,272719,15922892,5.3344000000000005
002889,东方嘉盛,14.95,17345,3336293,15.004299999999999
002685,华东重机,6.62,234257,57536608,6.6737
000567,海德股份,5.75,149636,19135334,5.7857
000597,东北制药,5.15,182778,30363330,5.1653
002075,沙钢股份,5.44,1062578,84104663,5.464300000000001
603359,东珠生态,6.64,104312,16647982,6.7399
000561,烽火电子,11.08,253967,44638414,11.1733
600006,东风股份,6.82,157376,27985121,6.838900000000001
600246,万通发展,11.58,823923,110029218,11.6541
603758,秦安股份,14.65,44340,5977001,14.7952
