股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600732,14.52,14.1,30.2%,55.9%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,爱旭股份
601339,7.14,6.94,23.2%,74.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,百隆东方
002114,10.68,10.38,0.6%,52.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,罗平锌电
600770,6.68,6.6,18.4%,50.8%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,综艺股份
002584,9.04,9.2,12.4%,51.1%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,西陇科学
603811,11.73,11.58,11.0%,58.8%,80,建议观察，待放量确认,诚意药业
603779,6.83,6.76,25.9%,53.3%,80,建议观察，待放量确认,威龙股份
