code,price,pct,turnover,vol_ratio,remark,name
605122,14.72,6.51%,6.13%,3.36,缩量横盘+大阳突破,四方新材
002737,13.88,5.95%,3.85%,5.41,缩量横盘+大阳突破,葵花药业
002068,9.51,6.14%,5.67%,2.65,缩量横盘+大阳突破,黑猫股份
603711,14.28,10.02%,3.4%,8.37,缩量横盘+大阳突破,香飘飘
000783,7.99,10.06%,5.36%,6.41,缩量横盘+大阳突破,长江证券
