code,price,pct,turnover,vol_ratio,remark,name
000060,7.43,10.07%,6.09%,2.53,缩量横盘+大阳突破,中金岭南
000582,12.14,5.02%,3.63%,2.72,缩量横盘+大阳突破,北部湾港
601177,16.73,5.02%,6.33%,3.5,缩量横盘+大阳突破,杭齿前进
