StockCode,Latest_Close,MA5,MA20,StockName
002909,6.62,5.758,5.3025,
002365,13.68,13.191999999999998,10.3955,
601058,15.5,14.604,13.978500000000002,赛轮轮胎
600784,8.22,7.7219999999999995,7.281499999999999,鲁银投资
600379,14.27,13.2,11.8695,宝光股份
000830,12.9,12.863999999999999,12.5335,
002631,9.16,8.052,7.144499999999999,
600237,8.84,8.602,7.302,铜峰电子
600272,14.27,12.108,11.0275,开开实业
000419,5.02,4.912000000000001,4.782500000000001,
002545,18.13,18.026,17.951,
603043,13.86,13.77,13.6155,广州酒家
001330,6.17,5.418,5.153499999999999,
600977,12.99,12.742,12.4285,中国电影
603768,11.35,11.2,10.45,常青股份
600127,13.24,11.526,8.111999999999998,金健米业
601101,13.39,12.466,11.540000000000001,昊华能源
002815,12.87,12.522,11.5145,
603617,7.21,6.975999999999999,6.7435,君禾股份
002649,10.79,10.466,9.138499999999999,
600133,8.44,8.412,7.929499999999999,东湖高新
000060,6.84,6.836000000000001,6.696,
002011,10.28,10.212,10.166,
600458,11.67,11.594,11.5325,时代新材
605155,14.48,14.209999999999999,13.070500000000001,西大门
603029,15.77,15.059999999999999,14.1795,天鹅股份
002440,13.87,13.191999999999998,12.02,
603161,15.49,14.41,13.9115,科华控股
002705,12.03,11.932,11.572,
002757,17.48,17.470000000000002,16.221,
002184,10.02,9.91,9.4515,
600126,6.7,6.638,6.3045,杭钢股份
600057,6.62,6.522,6.3315,厦门象屿
603123,9.86,9.55,8.8365,翠微股份
000655,7.46,7.392000000000001,7.038499999999999,
601566,9.42,8.624,8.513,九牧王
002045,9.52,9.164,8.744499999999999,
002483,5.25,5.2219999999999995,5.095999999999999,
600313,7.9,7.322000000000001,6.4864999999999995,农发种业
002413,9.03,8.73,8.065999999999999,
000019,6.21,6.162000000000001,6.064,
603310,14.92,14.802000000000001,14.541999999999998,巍华新材
600618,10.73,10.554,10.338,氯碱化工
603112,16.33,16.226000000000003,15.7815,华翔股份
600271,7.05,7.026000000000001,6.773000000000001,航天信息
603081,9.5,9.332,8.9955,大丰实业
603366,7.72,7.465999999999999,7.1765,日出东方
603065,17.75,15.942000000000002,15.888,宿迁联盛
603817,5.82,5.781999999999999,5.7095,海峡环保
600686,12.12,11.906,11.2435,金龙汽车
600796,5.15,5.05,4.8935,钱江生化
002427,5.13,4.974,4.5615,
600663,9.39,9.044,7.6915,陆家嘴
600398,6.11,6.084,5.9275,海澜之家
603116,6.05,5.958,5.508,红蜻蜓
