股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603697,10.47,10.28,29.0%,67.3%,80,建议观察，待放量确认,有友食品
603808,9.07,9.1,42.6%,57.5%,80,建议观察，待放量确认,歌力思
002121,7.03,6.96,44.9%,100.0%,80,建议观察，待放量确认,科陆电子
002465,14.91,15.13,42.5%,53.8%,80,建议观察，待放量确认,海格通信
002350,14.54,14.76,41.8%,50.5%,80,建议观察，待放量确认,北京科锐
