股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603633,8.28,8.08,35.9%,56.2%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,徕木股份
600023,6.14,6.15,24.9%,100.0%,80,建议观察，待放量确认,浙能电力
603138,16.28,16.01,38.2%,75.0%,80,建议观察，待放量确认,海量数据
600682,5.76,5.6,42.4%,55.9%,80,建议观察，待放量确认,南京新百
002510,6.28,6.15,39.9%,100.0%,80,建议观察，待放量确认,天汽模
