股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
002480,6.18,6.26,34.3%,100.0%,80,建议观察，待放量确认,新筑股份
603600,11.86,11.7,20.9%,100.0%,80,建议观察，待放量确认,永艺股份
600148,18.96,18.71,26.2%,50.5%,80,建议观察，待放量确认,长春一东
000823,16.26,15.83,39.8%,51.2%,80,建议观察，待放量确认,超声电子
605388,6.79,6.6,24.8%,57.1%,80,建议观察，待放量确认,均瑶健康
000546,6.68,6.5,25.2%,53.8%,80,建议观察，待放量确认,金圆股份
