StockCode,Latest_Close,MA5,MA20,StockName
603601,13.18,12.129999999999999,11.871,再升科技
002705,14.88,13.713999999999999,13.477,
000155,16.16,14.598000000000003,14.463999999999999,
000968,11.57,10.784,10.116,
000990,10.41,9.842,9.4025,
600780,7.99,7.531999999999999,7.140000000000001,通宝能源
002960,11.88,11.690000000000001,11.247499999999999,
600719,7.26,7.046000000000001,6.814,大连热电
000045,14.41,13.586000000000002,12.8065,
600539,14.21,12.49,11.8215,狮头股份
603387,9.9,9.154,9.0515,基蛋生物
600773,19.7,18.186,16.9125,西藏城投
002905,10.52,10.407999999999998,10.1785,
002229,18.09,17.791999999999998,17.326999999999998,
601033,16.17,16.101999999999997,16.047000000000004,永兴股份
601998,8.32,8.206,7.650499999999999,中信银行
600149,7.04,6.694,6.654999999999999,廊坊发展
603777,13.87,13.392,13.106,来伊份
603213,14.31,13.408000000000001,13.331999999999999,镇洋发展
000600,10.14,9.928,9.724,
603806,19.54,19.032000000000004,18.0135,福斯特
000967,9.01,8.774,8.677499999999998,
605228,14.58,14.284,13.444999999999999,神通科技
603586,18.01,17.704,17.259,金麒麟
000531,8.02,7.914,7.302000000000001,
601825,8.9,8.856000000000002,8.6875,沪农商行
001896,16.54,16.151999999999997,15.2925,
600538,6.6,6.4399999999999995,6.269,国发股份
603520,10.9,9.86,9.623000000000001,司太立
000617,10.64,10.542,9.6965,
600234,15.36,14.528,14.0535,科新发展
002181,11.54,11.254,10.6875,
605299,19.25,17.056,13.959,舒华体育
600350,10.49,10.422,10.015,山东高速
605208,13.19,13.047999999999998,12.9415,永茂泰
605336,15.65,15.193999999999999,14.518,帅丰电器
002083,11.96,11.108,11.083000000000002,
002771,16.55,15.89,15.460000000000003,
603165,15.15,14.931999999999999,14.470500000000001,荣晟环保
600241,9.73,9.526,9.0875,时代万恒
603017,14.33,13.89,13.2595,中衡设计
000722,16.96,16.142000000000003,14.157499999999999,
002468,15.26,14.179999999999998,13.494,
600508,14.23,13.964000000000002,13.475999999999999,上海能源
002966,8.34,8.25,8.2375,
600604,5.5,5.434,5.285,市北高新
600163,7.83,7.390000000000001,6.770999999999999,中闽能源
603628,16.35,16.144,15.053999999999998,清源股份
601133,18.3,18.116,16.687500000000004,柏诚股份
600919,10.81,10.716,10.475999999999999,江苏银行
603977,17.0,15.830000000000002,15.3565,国泰集团
002053,13.67,13.319999999999999,12.6125,
600969,10.73,10.462,10.4505,郴电国际
600864,6.91,6.686,6.526999999999999,哈投股份
001300,16.86,16.804,16.802,
601999,7.94,7.618,7.397499999999999,出版传媒
600098,7.99,7.832000000000001,7.74,广州发展
002322,14.81,14.388,14.185000000000002,
002611,17.7,17.294,16.9535,
000973,19.59,17.6,15.607999999999999,
600686,17.66,17.124000000000002,16.610999999999997,金龙汽车
603227,9.39,9.2,8.9825,雪峰科技
002580,16.27,15.12,13.791,
600250,12.91,12.07,11.501000000000001,南京商旅
002840,11.36,10.906,10.352,
002893,13.21,12.803999999999998,11.5155,
002608,8.86,8.52,8.399000000000001,
000993,16.27,15.178,14.600999999999999,
000429,12.88,12.697999999999999,12.5245,
002695,10.88,10.55,10.402999999999999,
000670,8.98,8.856000000000002,8.278,
600062,18.49,18.106,17.689500000000002,华润双鹤
605162,11.2,10.862,10.1795,新中港
002575,8.9,8.696000000000002,8.143,
000507,5.79,5.71,5.6594999999999995,
600116,7.19,7.053999999999999,6.9505,三峡水利
600644,13.17,12.976000000000003,12.9445,乐山电力
600152,10.42,9.862,9.659,维科技术
002616,6.77,6.544,6.1965,
600186,7.14,6.824,6.417999999999999,莲花控股
002645,17.24,16.484,16.313499999999998,
603898,16.15,15.512,14.604500000000002,好莱客
600721,10.0,9.388,9.171,百花医药
000001,11.02,10.846,10.616,
601398,7.4,7.346000000000001,7.239500000000001,工商银行
600756,18.3,18.148000000000003,17.1305,浪潮软件
603808,10.47,9.953999999999999,9.7895,歌力思
600125,6.85,6.601999999999999,6.581,铁龙物流
603098,18.0,17.648,16.499,森特股份
002034,18.06,17.966,17.3935,
000014,15.34,14.956,13.773499999999999,
000037,12.4,11.176,10.3205,
000042,9.36,8.946000000000002,8.8375,
002543,9.18,9.176,9.147499999999999,
600483,10.85,10.751999999999999,10.405,福能股份
600167,7.31,7.07,7.064500000000001,联美控股
605500,9.25,9.010000000000002,8.9975,森林包装
600732,15.19,15.104,14.9745,爱旭股份
600173,7.97,7.831999999999999,7.831,卧龙新能
600996,10.02,9.462,8.6365,贵广网络
601311,9.69,9.419999999999998,9.3945,骆驼股份
002317,18.53,17.582,17.383499999999998,
605050,14.66,14.258000000000001,13.3275,福然德
601988,5.57,5.512,5.4350000000000005,中国银行
605366,11.56,10.718,10.4465,宏柏新材
603687,15.63,15.322,11.830499999999999,大胜达
