日期,代码,名称,当前价,形态类型,RSI6,偏离度%,MACD,距MA20距离%,成交额(亿)
2026-06-08,601898,中煤能源,16.84,回踩MA5RSI强势,72.31,-0.27,0.287,2.93,8.08
