日期,代码,名称,当前价,形态类型,偏离度%,成交额(亿)
2026-01-30,601117,中国化学,9.0,回踩MA5阴线,0.38,19.15
2026-01-30,600703,三安光电,16.27,回踩MA10阴线,1.09,26.51
2026-01-30,601179,中国西电,15.0,回踩MA10阴线,-1.49,39.28
