日期,代码,名称,当前价,形态类型,RSI6,偏离度%,MACD,距MA20距离%,成交额(亿)
2026-03-07,600028,中国石化,6.88,回踩MA10RSI强势,58.37,0.2,0.087,3.19,39.28
