股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
603276,16.04,16.18,17.8%,100.0%,90,极度缩量守住支撑，建议分批建仓，破支撑位3%止损,恒兴新材
600615,9.21,9.17,32.8%,66.7%,80,建议观察，待放量确认,鑫源智造
600299,8.05,7.92,39.0%,66.7%,80,建议观察，待放量确认,安迪苏
603050,19.47,19.65,30.7%,100.0%,80,建议观察，待放量确认,科林电气
002601,16.15,15.7,25.0%,100.0%,80,建议观察，待放量确认,龙佰集团
002442,5.08,4.98,38.8%,100.0%,80,建议观察，待放量确认,龙星科技
000737,12.86,13.09,27.6%,100.0%,80,建议观察，待放量确认,北方铜业
002041,8.07,8.18,38.8%,75.0%,80,建议观察，待放量确认,登海种业
002215,8.6,8.75,34.5%,51.8%,80,建议观察，待放量确认,诺 普 信
