code,price,pct,turnover,vol_ratio,remark,name
002120,7.28,6.74%,3.87%,4.66,缩量横盘+大阳突破,韵达股份
603578,13.62,8.7%,5.61%,3.19,缩量横盘+大阳突破,三星新材
603336,10.0,5.82%,4.08%,3.2,缩量横盘+大阳突破,宏辉果蔬
002324,17.31,9.97%,8.64%,4.02,缩量横盘+大阳突破,普利特
001366,15.63,9.99%,6.13%,3.0,缩量横盘+大阳突破,播恩集团
002465,16.8,7.07%,7.02%,2.89,缩量横盘+大阳突破,海格通信
000404,7.79,10.03%,4.24%,3.61,缩量横盘+大阳突破,长虹华意
002392,7.77,8.67%,5.44%,5.43,缩量横盘+大阳突破,北京利尔
