code,price,pct,turnover,vol_ratio,remark,name
002712,5.47,7.05%,9.81%,4.45,缩量横盘+大阳突破,思美传媒
600694,18.03,5.81%,3.69%,6.57,缩量横盘+大阳突破,大商股份
002999,7.66,10.06%,9.37%,3.59,缩量横盘+大阳突破,天禾股份
000906,6.36,10.03%,8.31%,11.51,缩量横盘+大阳突破,浙商中拓
601636,6.42,6.47%,6.97%,3.91,缩量横盘+大阳突破,旗滨集团
603221,11.98,5.0%,3.93%,4.76,缩量横盘+大阳突破,爱丽家居
603006,13.64,7.15%,3.98%,4.54,缩量横盘+大阳突破,联明股份
603967,14.73,10.01%,3.28%,3.57,缩量横盘+大阳突破,中创物流
002406,8.43,10.05%,7.48%,3.11,缩量横盘+大阳突破,远东传动
