code,price,pct,turnover,vol_ratio,remark,name
601058,14.5,7.49%,3.93%,3.59,缩量横盘+大阳突破,赛轮轮胎
603779,7.04,10.0%,9.22%,5.19,缩量横盘+大阳突破,威龙股份
601177,16.25,10.02%,5.66%,5.98,缩量横盘+大阳突破,杭齿前进
