code,price,pct,turnover,vol_ratio,remark,name
605077,16.5,7.42%,5.2%,3.8,缩量横盘+大阳突破,华康股份
603903,12.9,9.97%,4.99%,2.79,缩量横盘+大阳突破,中持股份
002588,11.68,9.98%,4.81%,2.56,缩量横盘+大阳突破,史丹利
603901,13.33,7.67%,5.46%,2.85,缩量横盘+大阳突破,永创智能
000829,11.54,5.0%,6.89%,2.57,缩量横盘+大阳突破,天音控股
