股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600463,10.92,11.03,28.4%,54.1%,80,建议观察，待放量确认,空港股份
002205,14.42,14.37,39.4%,50.6%,80,建议观察，待放量确认,国统股份
