股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
600054,13.58,13.48,23.3%,51.9%,80,建议观察，待放量确认,黄山旅游
601339,7.12,6.94,23.6%,74.0%,80,建议观察，待放量确认,百隆东方
600960,5.23,5.16,25.3%,52.7%,80,建议观察，待放量确认,渤海汽车
