股票代码,最新价,支撑位,量能萎缩比,历史信号胜率,信号强度,操作建议,name
601339,7.12,6.94,23.6%,74.0%,80,建议观察，待放量确认,百隆东方
600960,5.11,5.16,23.4%,52.7%,80,建议观察，待放量确认,渤海汽车
002221,9.14,8.91,35.6%,54.4%,80,建议观察，待放量确认,东华能源
603002,9.91,9.86,36.1%,54.0%,80,建议观察，待放量确认,宏昌电子
