code,price,pct,turnover,vol_ratio,remark,name
002221,9.33,8.74%,5.87%,5.17,缩量横盘+大阳突破,东华能源
000819,17.48,6.39%,9.6%,4.47,缩量横盘+大阳突破,岳阳兴长
601008,5.72,5.15%,8.97%,6.56,缩量横盘+大阳突破,连云港
600773,15.32,6.24%,5.41%,3.05,缩量横盘+大阳突破,西藏城投
