code,price,pct,turnover,vol_ratio,remark,name
002633,19.35,10.01%,4.95%,2.66,缩量横盘+大阳突破,申科股份
002576,19.99,5.21%,9.67%,2.9,缩量横盘+大阳突破,通达动力
000791,7.71,7.83%,7.89%,5.36,缩量横盘+大阳突破,甘肃能源
