code,price,pct,turnover,vol_ratio,remark,name
002053,13.01,7.79%,4.74%,4.96,缩量横盘+大阳突破,云南能投
603856,14.84,6.69%,4.28%,3.52,缩量横盘+大阳突破,东宏股份
